,**MARKET CAP (Rs Cr),BOOK VALUE (Rs),DELIVERABLES (%),DIV (%),DIV YIELD.(%),EPS (TTM),FACE VALUE (Rs),INDUSTRY P/E,MARKET CAP (Rs Cr),Market Lot,P/C,P/E,PRICE/BOOK,bse_52wk_high,bse_52wk_low,bse_price,company_name,nse_52wk_high,nse_52wk_low,nse_price
Avikem Resin,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Avikem Resin,NA,NA,NA
Avon Mercantile,,16.27,  new,0.00%,-%,0.24,10.00,27.21,0.00,1,-,-,-,NA,NA,NA,Avon Mercantile,NA,NA,NA
Awas Ayogen Vit,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Awas Ayogen Vit,NA,NA,NA
Ayoki Mercan,,12.03,  new,0.00%,-%,-,10.00,26.39,0.00,50,-,-,-,NA,NA,NA,Ayoki Mercan,NA,NA,NA
Aztecsoft,,39.91,  new,0.00%,-%,1.67,3.00,24.00,0.00,1,-,-,-,NA,NA,NA,Aztecsoft,NA,NA,NA
B Nanji Ent,,36.92,  new,0.00%,-%,0.13,10.00,35.29,6.39,1,26.34,89.15,0.31,16.53,6.56,11.59,B Nanji Ent,NA,NA,NA
BAMPSL Sec,,1.26, 100 new,0.00%,-%,* -,1.00,39.26,10.06,1,-,-,0.27,0.45,0.23,0.34,BAMPSL Sec,NA,NA,NA
BASF,,265.02, 50.54 new,10.00%,0.07%,-,10.00,29.64,"6,545.87",1,42.29,-,5.71,1809.85,986.00,1512.25,BASF,1812.40,990.00,1509.50
BCL Enterprises,,9.91, 100 new,0.00%,-%,-,10.00,39.26,6.30,1,-,-,1.09,14.50,10.10,10.80,BCL Enterprises,NA,NA,NA
BCL Financial,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,BCL Financial,NA,NA,NA
BF Investment,,191.83, 69.66 new,0.00%,-%,4.73,5.00,39.26,660.88,1,35.95,37.09,0.91,204.50,116.30,175.45,BF Investment,204.60,115.10,174.85
BFL Enterprises,,11.26,  new,0.00%,-%,0.85,10.00,35.29,69.38,1,80.00,80.00,6.04,69.00,17.10,68.00,BFL Enterprises,NA,NA,NA
BGIL Films,,20.29, 100 new,0.00%,-%,0.10,10.00,18.51,2.25,1,3.02,19.90,0.10,4.65,1.68,1.99,BGIL Films,NA,NA,NA
BGR Energy,,196.98, 44.33 new,0.00%,-%,6.12,10.00,27.65,"1,066.55",1,15.66,24.15,0.75,184.95,98.70,147.80,BGR Energy,184.80,99.20,147.90
BIL Inds,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,BIL Inds,NA,NA,NA
BK Duplex Board,,9.04,  new,0.00%,-%,-,10.00,24.84,0.00,1,-,-,-,NA,NA,NA,BK Duplex Board,NA,NA,NA
BL Industries,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,BL Industries,NA,NA,NA
BMB Music,,5.30,  new,0.00%,-%,-,10.00,43.78,1.03,1,-,-,0.32,1.90,0.89,1.70,BMB Music,NA,NA,NA
BS Appliances,,-111.89,  new,0.00%,-%,-,10.00,20.31,0.00,1,-,-,-,NA,NA,NA,BS Appliances,NA,NA,NA
BSEL Infra,,62.10, 64.04 new,0.00%,-%,-,10.00,35.29,40.81,1,-,-,0.08,7.92,2.82,4.94,BSEL Infra,7.90,2.80,4.95
Bafna Pharma,,28.00, 58.36 new,0.00%,-%,-,10.00,29.58,64.57,1,-,-,1.02,35.80,22.00,28.50,Bafna Pharma,35.95,22.40,27.90
Bagadia Colour,,14.78, 100 new,0.00%,-%,-,10.00,19.71,2.49,1,-,-,0.46,14.88,6.70,6.75,Bagadia Colour,NA,NA,NA
Bagri Minerals,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Bagri Minerals,NA,NA,NA
Bajaj Finance,,174.60, 25.03 new,0.00%,-%,36.64,2.00,39.26,"93,569.30",1,44.86,46.44,9.75,1740.50,467.80,1701.60,Bajaj Finance,1739.80,760.50,1701.35
Bajaj Finserv,,173.82, 33.97 new,0.00%,-%,3.60,5.00,39.26,"78,362.06",1,"1,334.51","1,367.88",28.33,5103.75,2515.95,4924.35,Bajaj Finserv,5098.00,2480.00,4926.30
Bajrang Finance,,55.52,  new,0.00%,-%,-,10.00,27.21,0.00,1,-,-,-,NA,NA,NA,Bajrang Finance,NA,NA,NA
Bajwa Agro Indu,,-28.92,  new,0.00%,-%,* -,10.00,16.95,0.00,1,-,-,-,NA,NA,NA,Bajwa Agro Indu,NA,NA,NA
Balaji Amines,,113.79, 48.84 new,110.00%,0.66%,25.30,2.00,29.64,"1,074.09",1,10.72,13.10,2.91,401.10,272.95,331.50,Balaji Amines,401.80,266.00,332.35
Balaji Foods,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Balaji Foods,NA,NA,NA
Balgopal Holdin,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Balgopal Holdin,NA,NA,NA
Balmer Invest,,58.41, 87.22 new,125.00%,3.04%,17.48,10.00,39.26,912.20,1,23.51,23.51,7.04,428.80,302.30,410.95,Balmer Invest,NA,NA,NA
Balurghat Tech,,4.43, 100 new,0.00%,-%,0.23,10.00,29.04,9.45,1,14.03,22.57,1.17,5.19,2.00,5.19,Balurghat Tech,NA,NA,NA
Banaras Beads,,66.12, 82.55 new,25.00%,4.16%,2.55,10.00,30.96,39.88,1,10.51,23.57,0.91,102.45,37.50,60.10,Banaras Beads,102.30,35.75,60.90
Bangalore Soft,,,,,,,,,,,,,,,,,Bangalore Soft,,,
Bank Nifty,,,,,,,,,,,,,,,,,Bank Nifty,,,
Barak Vally Cem,,38.25, 100 new,0.00%,-%,0.61,10.00,42.58,70.25,1,16.42,51.97,0.83,43.00,18.70,31.70,Barak Vally Cem,42.80,19.00,31.55
Baroda Dyeing,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Baroda Dyeing,NA,NA,NA
Bartronics,,26.88, 65.23 new,0.00%,-%,-,10.00,33.50,52.50,1,-,-,0.57,24.90,11.31,15.42,Bartronics,25.00,10.65,15.45
Basant Agro Tec,,11.60, 91.93 new,5.00%,0.59%,0.61,1.00,17.49,76.31,1,7.52,13.80,0.73,11.99,6.50,8.42,Basant Agro Tec,NA,NA,NA
Basil Infra,,17.76,  new,0.00%,-%,-,10.00,27.66,0.00,1,-,-,-,NA,NA,NA,Basil Infra,NA,NA,NA
Bazel Internati,,95.58,  new,0.00%,-%,1.36,10.00,39.26,1.46,1,7.19,7.35,0.10,10.00,10.00,10.00,Bazel Internati,NA,NA,NA
Beekay Niryat,,19.10,  new,0.00%,-%,-,10.00,39.26,9.49,1,-,-,0.76,20.15,11.72,14.45,Beekay Niryat,NA,NA,NA
Bell Ceramics,,70.68,  new,0.00%,-%,1.09,10.00,13.59,0.00,1,-,-,-,NA,NA,NA,Bell Ceramics,NA,NA,NA
Bells Control,,-59.62,  new,0.00%,-%,* -,10.00,22.42,0.00,1,-,-,-,NA,NA,NA,Bells Control,NA,NA,NA
Bengal Steel,,20.01,  new,0.00%,-%,0.02,10.00,15.09,4.90,50,250.00,500.00,0.50,10.00,10.00,10.00,Bengal Steel,NA,NA,NA
Bengal Tea,,66.41, 88.17 new,0.00%,-%,-,10.00,13.25,43.72,1,6.23,-,0.73,62.00,44.00,48.55,Bengal Tea,NA,NA,NA
Benzo Petro Int,,-4.79,  new,0.00%,-%,0.02,10.00,36.03,0.00,1,-,-,-,NA,NA,NA,Benzo Petro Int,NA,NA,NA
Beryl Securitie,,15.71,  new,0.00%,-%,1.42,10.00,39.26,2.72,1,3.82,3.95,0.36,10.00,5.61,5.61,Beryl Securitie,NA,NA,NA
Beta-Kappa,,10.13,  new,0.00%,-%,0.03,10.00,39.26,21.75,100,"1,450.00","1,450.00",4.29,48.15,41.55,43.50,Beta-Kappa,NA,NA,NA
Bhagwandas Auto,,18.81,  new,0.00%,-%,2.29,10.00,23.07,0.00,1,-,-,-,NA,NA,NA,Bhagwandas Auto,NA,NA,NA
Bhagyanagar Ind,,65.80, 68.11 new,0.00%,-%,1.72,2.00,29.67,80.15,1,8.98,14.56,0.38,29.40,15.35,25.05,Bhagyanagar Ind,26.90,16.45,24.90
Bhakra Ind,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Bhakra Ind,NA,NA,NA
Bhansali Eng,,9.55, 42.40 new,20.00%,0.27%,2.63,1.00,25.38,"1,225.21",1,24.95,28.08,7.73,84.60,18.95,73.85,Bhansali Eng,84.50,18.80,74.05
Bharat Agri,,141.12, 82.37 new,0.00%,-%,-,10.00,17.49,45.83,1,23.31,-,0.61,100.00,65.30,86.70,Bharat Agri,NA,NA,NA
Bharat Pipes,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Bharat Pipes,NA,NA,NA
Bharat Texts,,1.93,  new,0.00%,-%,0.01,10.00,23.65,0.00,100,-,-,-,NA,NA,NA,Bharat Texts,NA,NA,NA
Bharat Zinc,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Bharat Zinc,NA,NA,NA
Bhaskar Agroche,,6.39,  new,0.00%,-%,2.07,10.00,37.71,0.00,1,-,-,-,NA,NA,NA,Bhaskar Agroche,NA,NA,NA
Bhiwani Denim,,-19.19,  new,0.00%,-%,* -,10.00,12.43,0.00,1,-,-,-,NA,NA,NA,Bhiwani Denim,NA,NA,NA
Bhiwani Vanaspa,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Bhiwani Vanaspa,NA,NA,NA
Bhushan,,62.52, 26.30 new,0.00%,-%,-,2.00,23.39,"1,617.32",1,-,-,1.14,102.80,37.50,71.40,Bhushan,102.70,36.00,71.40
Bihar Foundry,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Bihar Foundry,NA,NA,NA
Bijoy Hans,,15.66,  new,0.00%,-%,-,10.00,32.00,0.00,100,-,-,-,NA,NA,NA,Bijoy Hans,NA,NA,NA
Bilpower,,-53.95, 100 new,0.00%,-%,5.00,10.00,28.68,2.58,1,0.24,0.25,-,1.56,0.97,1.23,Bilpower,1.50,0.95,1.20
Binani Cement,,30.70,  new,25.00%,-%,4.80,10.00,18.81,0.00,1,-,-,-,NA,NA,NA,Binani Cement,NA,NA,NA
Bio Green Paper,,45.25,  new,0.00%,-%,-,10.00,11.71,1.47,1,-,-,0.04,3.50,1.71,1.84,Bio Green Paper,NA,NA,NA
Birdhi Chand,,1.65, 100 new,0.00%,-%,0.01,1.00,51.24,51.61,1,"1,320.00","1,320.00",8.00,56.50,13.20,13.20,Birdhi Chand,NA,NA,NA
Birla Cable,,31.79, 47.96 new,0.00%,-%,1.06,10.00,29.67,145.35,1,13.31,45.71,1.52,52.85,32.10,48.45,Birla Cable,53.00,32.20,48.50
Birla Cotsyn,,-0.73, 100 new,0.00%,-%,-,1.00,23.65,21.35,1,-,-,-,0.11,0.05,0.08,Birla Cotsyn,NA,NA,NA
Birla Precision,,18.97, 86.96 new,0.00%,-%,-,2.00,27.65,21.11,1,-,-,0.21,6.96,2.86,4.01,Birla Precision,NA,NA,NA
Blow Plast,,36.98,  new,20.00%,-%,3.33,0.00,103.35,0.00,1,-,-,-,NA,NA,NA,Blow Plast,NA,NA,NA
Blue Bird,,-219.42,  new,0.00%,-%,-,10.00,18.75,0.00,1,-,-,-,NA,NA,NA,Blue Bird,NA,NA,NA
Blue Chip Lease,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Blue Chip Lease,NA,NA,NA
Blue Diamond,,10.06,  new,0.00%,-%,* -,10.00,14.84,0.00,1,-,-,-,NA,NA,NA,Blue Diamond,NA,NA,NA
Blue Inform,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Blue Inform,NA,NA,NA
Bluplast Ind,,,,,,,,,,,,,,,,,Bluplast Ind,,,
Bob Elss95,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Bob Elss95,NA,NA,NA
Bodhtree Cons,,19.64, 100 new,5.00%,0.76%,1.34,10.00,18.51,132.12,1,34.12,49.40,3.37,78.80,22.50,66.20,Bodhtree Cons,NA,NA,NA
Bombay Drugs,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Bombay Drugs,NA,NA,NA
Bombay SwadShar,,25.37,  new,0.00%,-%,-,2.00,51.24,0.00,1,-,-,-,NA,NA,NA,Bombay SwadShar,NA,NA,NA
Bombay Wire Rop,,11.60,  new,0.00%,-%,-,1.00,49.79,0.00,1,-,-,-,NA,NA,NA,Bombay Wire Rop,NA,NA,NA
Bonanza Ind,,-1.98,  new,0.00%,-%,* -,5.00,16.13,0.00,1,-,-,-,NA,NA,NA,Bonanza Ind,NA,NA,NA
Bosch,,3285.98, 49.77 new,850.00%,0.36%,570.47,10.00,37.00,"72,543.37",1,33.01,41.66,7.23,25649.95,18005.00,23768.55,Bosch,25670.85,17671.60,23804.40
Boston Leasing,,10.35, 100 new,0.00%,-%,0.25,10.00,39.26,6.09,1,35.28,35.28,0.85,46.30,8.82,8.82,Boston Leasing,NA,NA,NA
Brady and Morri,,-1.74, 100 new,0.00%,-%,0.19,10.00,31.07,14.29,1,13.51,334.21,-,100.45,51.55,63.50,Brady and Morri,NA,NA,NA
Brahmaputra,,22.39,  new,0.00%,-%,1.44,10.00,30.83,0.00,1,-,-,-,NA,NA,NA,Brahmaputra,NA,NA,NA
Brawn Pharma,,23.06, 100 new,0.00%,-%,4.64,10.00,29.58,20.40,1,14.35,14.66,2.95,95.60,34.20,68.00,Brawn Pharma,NA,NA,NA
Brindaban Hold,,15.77,  new,0.00%,-%,-,10.00,27.21,0.00,50,-,-,-,NA,NA,NA,Brindaban Hold,NA,NA,NA
Britannia,,215.06, 61.28 new,1100.00%,0.56%,70.42,2.00,55.93,"46,926.32",1,49.82,55.50,18.17,3925.00,2776.00,3908.60,Britannia,3928.35,2772.85,3906.65
British India,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,British India,NA,NA,NA
Brushman India,,29.38,  new,0.00%,-%,-,10.00,30.96,0.00,1,-,-,-,NA,NA,NA,Brushman India,NA,NA,NA
Budge Budge,,77.59,  new,0.00%,-%,4.10,10.00,12.72,6.38,1,1.49,2.44,0.13,10.00,10.00,10.00,Budge Budge,NA,NA,NA
Burroughs Well,,175.06,  new,150.00%,-%,-,10.00,11.40,0.00,1,-,-,-,NA,NA,NA,Burroughs Well,NA,NA,NA
CARE,,169.44, 34.20 new,180.00%,1.11%,51.44,10.00,52.35,"4,782.73",1,30.93,31.57,9.58,1800.00,967.35,1623.95,CARE,1725.00,1005.00,1626.35
CCS Infotech,,-1.59,  new,0.00%,-%,-,10.00,33.50,0.00,1,-,-,-,NA,NA,NA,CCS Infotech,NA,NA,NA
CDR Medical Ind,,-13.48,  new,0.00%,-%,* -,10.00,33.28,0.00,100,-,-,-,NA,NA,NA,CDR Medical Ind,NA,NA,NA
CESC,,1005.08, 44.71 new,100.00%,1.08%,65.10,10.00,14.55,"12,325.15",1,9.69,14.28,0.93,1001.85,539.10,929.80,CESC,1001.40,533.00,930.70
CF Technologies,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,CF Technologies,NA,NA,NA
CFL Capital,,-42.31,  new,0.00%,-%,-,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,CFL Capital,NA,NA,NA
CIL Nova Petro,,13.62, 82.95 new,0.00%,-%,1.85,10.00,23.65,77.24,1,7.44,15.41,2.09,51.50,20.60,28.50,CIL Nova Petro,35.45,20.30,28.15
CJ Gelatine,,6.41, 100 new,0.00%,-%,-,10.00,20.87,4.27,1,-,-,1.39,14.09,6.50,8.88,CJ Gelatine,NA,NA,NA
CKP Products,,NA, 50.00 new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,CKP Products,53.10,50.00,50.15
COSYN,,30.10, 72.65 new,0.00%,-%,9.23,10.00,18.51,61.88,1,7.96,8.94,2.74,252.00,40.35,82.50,COSYN,NA,NA,NA
CRB Capital Mar,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,CRB Capital Mar,NA,NA,NA
CRB Caps,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,CRB Caps,NA,NA,NA
CTR Mfg Ind,,2832.84,  new,35.00%,-%,46.13,100.00,9.92,0.00,5,-,-,-,NA,NA,NA,CTR Mfg Ind,NA,NA,NA
CV Steels,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,CV Steels,NA,NA,NA
Cable Corp,,15.22,  new,0.00%,-%,4.33,10.00,26.57,0.00,1,-,-,-,NA,NA,NA,Cable Corp,NA,NA,NA
Camex,,23.77, 66.72 new,0.00%,-%,1.59,10.00,19.71,27.92,1,11.64,17.20,1.15,37.00,24.00,27.35,Camex,NA,NA,NA
Camlin Fine,,17.19, 64.89 new,0.00%,-%,* -,1.00,37.92,889.83,1,76.61,-,4.99,119.60,74.20,85.80,Camlin Fine,119.70,74.25,85.80
Camson Seeds,,23.65, 100 new,0.00%,-%,-,10.00,60.14,34.95,1,-,-,0.49,30.80,8.86,11.65,Camson Seeds,NA,NA,NA
Canara Bank,,474.01, 27.75 new,0.00%,-%,19.16,10.00,20.79,"21,738.38",1,14.76,19.00,0.77,414.90,235.78,363.95,Canara Bank,416.00,235.73,364.00
Canopy,,9.83,  new,0.00%,-%,0.05,10.00,36.28,0.00,1,-,-,-,NA,NA,NA,Canopy,NA,NA,NA
Canopy Sec,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Canopy Sec,NA,NA,NA
Canpep 94,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Canpep 94,NA,NA,NA
Canpep 95,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Canpep 95,NA,NA,NA
Canstar (80L),,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Canstar (80L),NA,NA,NA
Canvay Chemical,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Canvay Chemical,NA,NA,NA
Capital Trade,,3.06, 82.87 new,0.00%,-%,0.15,1.00,39.26,35.43,1,46.33,46.33,2.27,83.80,5.78,6.95,Capital Trade,NA,NA,NA
Capital Trust,,134.12, 51.69 new,15.00%,0.33%,22.55,10.00,39.26,743.95,1,19.95,20.16,3.39,655.00,322.90,454.70,Capital Trust,537.40,357.00,459.25
Capricorn,,13.40,  new,0.00%,-%,0.09,10.00,18.51,7.95,1,71.07,221.11,1.49,55.55,10.00,19.90,Capricorn,NA,NA,NA
CaprolactumChem,,4.07,  new,0.00%,-%,-,10.00,15.42,0.00,1,-,-,-,NA,NA,NA,CaprolactumChem,NA,NA,NA
Capsein Bio-Lab,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Capsein Bio-Lab,NA,NA,NA
Carbon Everflow,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Carbon Everflow,NA,NA,NA
Carnation Ind,,53.61, 88.74 new,7.00%,1.42%,0.63,10.00,29.10,16.99,1,12.05,78.02,0.92,78.00,37.45,49.15,Carnation Ind,NA,NA,NA
Carol Info,,155.89,  new,0.00%,-%,6.85,10.00,22.46,0.00,1,-,-,-,NA,NA,NA,Carol Info,NA,NA,NA
Carrier Aircon,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Carrier Aircon,NA,NA,NA
Castron Technol,,34.13,  new,30.00%,-%,* -,10.00,18.34,0.00,1,-,-,-,NA,NA,NA,Castron Technol,NA,NA,NA
Catvision,,30.36, 100 new,0.00%,-%,2.56,10.00,51.24,16.61,1,8.83,11.89,1.00,34.40,14.10,30.45,Catvision,NA,NA,NA
Cavalet India,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Cavalet India,NA,NA,NA
Cebon India,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Cebon India,NA,NA,NA
Ceeta Industrie,,15.23, 100 new,0.00%,-%,2.07,1.00,25.81,22.51,1,6.69,7.50,1.02,15.52,3.55,15.52,Ceeta Industrie,NA,NA,NA
Celestial Bio,,42.28, 77.08 new,0.00%,-%,1.48,10.00,29.58,52.29,1,7.87,15.64,0.55,30.40,18.15,23.15,Celestial Bio,30.60,18.00,23.00
Cenlub,,43.80, 78.59 new,0.00%,-%,4.68,10.00,27.65,22.60,1,9.30,11.72,1.25,68.00,20.50,54.85,Cenlub,NA,NA,NA
Centennial Sutu,,62.28,  new,0.00%,-%,4.71,10.00,35.94,18.31,1,7.94,10.66,0.81,100.00,49.15,50.20,Centennial Sutu,NA,NA,NA
Central Roadlin,,NA,  new,0.00%,-%,-,NA,-,0.00,100,-,-,-,NA,NA,NA,Central Roadlin,NA,NA,NA
Centum Electron,,147.88, 79.43 new,20.00%,0.30%,24.09,10.00,25.89,845.93,1,21.27,27.45,4.47,765.00,435.00,661.25,Centum Electron,760.00,412.00,662.50
Cepham Pharma,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Cepham Pharma,NA,NA,NA
Chain Impex Ltd,,11.21,  new,0.00%,-%,-,10.00,32.00,0.00,100,-,-,-,NA,NA,NA,Chain Impex Ltd,NA,NA,NA
Chakkilam Info,,,,,,,,,,,,,,,,,Chakkilam Info,,,
Chambal Brewery,,19.46, 100 new,0.00%,-%,0.02,10.00,94.25,6.48,1,432.50,432.50,0.44,16.54,6.58,8.65,Chambal Brewery,NA,NA,NA
Charminar Steel,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Charminar Steel,NA,NA,NA
Chartered Cap,,87.91, 100 new,0.00%,-%,8.35,10.00,39.26,16.55,1,6.48,6.58,0.63,100.05,40.35,54.95,Chartered Cap,NA,NA,NA
Chemcrux Enterp,,25.85,  new,2.50%,0.69%,* -,10.00,46.30,17.97,8000,-,-,1.41,42.40,21.60,36.40,Chemcrux Enterp,NA,NA,NA
Chemox Chemical,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Chemox Chemical,NA,NA,NA
Chemtech Ind,,5.97, 50.49 new,0.00%,-%,* -,10.00,27.65,19.36,4000,-,-,2.82,20.00,12.05,16.85,Chemtech Ind,NA,NA,NA
Chennai Ferrous,,-43.35,  new,0.00%,-%,-,10.00,13.79,1.53,1,-,-,-,7.00,3.35,4.25,Chennai Ferrous,NA,NA,NA
Chetak Spintex,,17.08,  new,0.00%,-%,0.43,10.00,8.39,0.00,100,-,-,-,NA,NA,NA,Chetak Spintex,NA,NA,NA
Chhabra Spinner,,14.51,  new,0.00%,-%,* -,10.00,15.28,0.00,1,-,-,-,NA,NA,NA,Chhabra Spinner,NA,NA,NA
Chicago Pneum,,81.27,  new,20.00%,-%,12.13,0.00,-,0.00,1,-,-,-,NA,NA,NA,Chicago Pneum,NA,NA,NA
Chicago Soft,,8.22,  new,0.00%,-%,0.09,10.00,27.00,0.00,0,-,-,-,NA,NA,NA,Chicago Soft,NA,NA,NA
Chiplun Fine,,7.39,  new,0.00%,-%,* -,10.00,31.17,0.00,1,-,-,-,NA,NA,NA,Chiplun Fine,NA,NA,NA
Chisel & Hammer,,42.06,  new,5.00%,-%,32.25,10.00,30.76,0.00,1,-,-,-,NA,NA,NA,Chisel & Hammer,NA,NA,NA
Chokhani Sec,,72.38, 100 new,0.00%,-%,4.20,10.00,39.26,13.32,1,6.75,6.75,0.39,35.80,20.10,28.35,Chokhani Sec,NA,NA,NA
Choksi Imaging,,38.06, 90.98 new,10.00%,3.50%,2.41,10.00,8.87,11.13,1,8.42,11.85,0.75,39.60,24.50,28.55,Choksi Imaging,NA,NA,NA
Cigniti Tech,,48.93, 52.23 new,0.00%,-%,-,10.00,18.51,714.03,1,-,-,5.50,493.10,244.90,269.35,Cigniti Tech,491.95,245.50,269.20
Cilson Organics,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Cilson Organics,NA,NA,NA
Cinemax India,,35.06,  new,0.00%,-%,6.75,5.00,34.90,0.00,1,-,-,-,NA,NA,NA,Cinemax India,NA,NA,NA
Cinerad Comm,,3.19,  new,0.00%,-%,-,10.00,43.78,0.00,1,-,-,-,NA,NA,NA,Cinerad Comm,NA,NA,NA
Cistro Telelink,,0.93,  new,0.00%,-%,-,1.00,29.08,0.00,1,-,-,-,NA,NA,NA,Cistro Telelink,NA,NA,NA
Citadel Realty,,16.75, 100 new,0.00%,-%,5.60,10.00,35.29,19.02,1,9.50,9.50,3.18,75.10,23.55,53.20,Citadel Realty,NA,NA,NA
City Online,,6.37,  new,0.00%,-%,0.07,10.00,52.35,1.76,1,6.67,48.57,0.53,7.60,2.83,3.40,City Online,NA,NA,NA
Claris Life,,155.63, 58.64 new,20.00%,0.53%,2.12,10.00,29.58,"2,050.11",1,137.62,177.22,2.41,430.10,217.30,375.70,Claris Life,NA,NA,NA
Clutch Auto,,-127.10,  new,0.00%,-%,-,10.00,32.18,0.00,1,-,-,-,NA,NA,NA,Clutch Auto,NA,NA,NA
Coastal Papers,,17.76,  new,0.00%,-%,3.25,10.00,12.96,0.00,1,-,-,-,NA,NA,NA,Coastal Papers,NA,NA,NA
Cochin Balmer,,-18.35,  new,0.00%,-%,-,10.00,17.17,0.00,100,-,-,-,NA,NA,NA,Cochin Balmer,NA,NA,NA
Cochin Minerals,,85.20, 82.23 new,0.00%,-%,-,10.00,17.90,71.21,1,-,-,1.07,148.55,84.00,90.95,Cochin Minerals,NA,NA,NA
Coimbatore Pop,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Coimbatore Pop,NA,NA,NA
Colinz Labs,,16.33,  new,0.00%,-%,0.31,10.00,29.58,0.00,1,-,-,-,NA,NA,NA,Colinz Labs,NA,NA,NA
Combat Drugs,,2.42,  new,0.00%,-%,-,10.00,29.58,9.37,1,-,-,4.84,11.71,3.67,11.71,Combat Drugs,NA,NA,NA
Commercial Eng,,-6.22, 100 new,0.00%,-%,-,10.00,27.65,67.31,1,-,-,-,18.20,10.45,12.25,Commercial Eng,18.25,10.90,12.25
Commercial Syn ,,31.61,  new,0.00%,-%,* -,10.00,23.10,64.64,3000,-,-,1.73,79.50,34.75,54.70,Commercial Syn ,NA,NA,NA
Concurrent,,16.07,  new,0.00%,-%,0.19,10.00,44.44,0.00,1,-,-,-,NA,NA,NA,Concurrent,NA,NA,NA
Condequip,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Condequip,NA,NA,NA
Confro Agro,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Confro Agro,NA,NA,NA
Consecutive Inv,,13.85,  new,0.00%,-%,1.05,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Consecutive Inv,NA,NA,NA
Consol Fibres,,-10.77,  new,0.00%,-%,-,10.00,3.71,0.00,1,-,-,-,NA,NA,NA,Consol Fibres,NA,NA,NA
ContinentContro,,11.74, 100 new,0.00%,-%,0.16,10.00,52.97,4.50,1,10.01,45.69,0.62,9.78,4.02,7.31,ContinentContro,NA,NA,NA
Coral India Fin,,85.45, 38.34 new,10.00%,0.35%,9.48,10.00,28.85,285.51,1,29.47,30.19,3.35,290.95,68.50,286.20,Coral India Fin,NA,NA,NA
